# PBC momentum-sector ED  L=18 N=12 t=1.0 V=1.0 tp=0.32 Vp=0.32  O=n_9*n_10 (1-indexed)
sector,energy,O_expval
0,5.5260136262,0.3976392847
0,5.5294776871,0.3999609748
0,5.5639899270,0.3960722571
0,5.5757569582,0.4017705606
0,5.5796554377,0.3950829641
0,5.6061439049,0.3928433764
0,5.6179866332,0.4086948347
0,5.6240714289,0.3897439558
0,5.6435619453,0.4000221679
0,5.6691299714,0.4047216800
0,5.6720780047,0.4013026997
0,5.7262892653,0.4031703616
0,5.7491964222,0.4062247453
0,5.7649118772,0.4046670446
0,5.8119663138,0.4103039346
0,5.8164217737,0.4115957180
0,5.8246517985,0.4150593783
0,5.8475998408,0.4133632466
0,5.8743332949,0.4066030050
0,5.8762007479,0.4058122126
0,5.8955553616,0.4094075979
0,5.9091693873,0.4130396638
0,5.9187845814,0.4116436725
0,5.9603037503,0.4081748608
0,5.9748434967,0.4060851026
0,5.9824889083,0.4092353006
0,6.0103459329,0.4109618723
0,6.0297420608,0.4022141295
0,6.0464687859,0.4093275212
0,6.0552892040,0.4117514556
0,6.0692427471,0.3976762174
0,6.0860915605,0.4075859810
0,6.0920574653,0.4015210647
0,6.1385217530,0.4095227078
0,6.1482183225,0.4068584139
0,6.1591968263,0.4131265069
0,6.1668500953,0.4160868101
0,6.2132640977,0.4116902879
0,6.2304062281,0.4265611902
0,6.2567260448,0.4103257739
0,6.2738727165,0.4101385384
0,6.2961412957,0.4133855539
0,6.3283933960,0.4137231859
0,6.3358340478,0.4172316532
0,6.3543599294,0.4178979998
0,6.3657189100,0.4137209631
0,6.3744557264,0.4155266733
0,6.3829046717,0.4191845477
0,6.4124979325,0.4161495859
0,6.4276386537,0.4103144231
0,6.4405383637,0.4161514413
0,6.4598635560,0.4252623215
0,6.4642643590,0.4141215963
0,6.4965098628,0.4221016354
0,6.5176565227,0.4195136527
0,6.5306219391,0.4088218730
0,6.5419498848,0.4104601365
0,6.5573691689,0.4174567232
0,6.5596187505,0.4146907756
0,6.5682136495,0.4098408549
0,6.5715616664,0.4130929205
0,6.5746919878,0.4125870518
0,6.5960269793,0.4111687793
0,6.6018686844,0.4137555073
0,6.6243821034,0.4139720288
0,6.6412369785,0.4159708112
0,6.6463062483,0.4206853446
0,6.6573244788,0.4134503776
0,6.7072155097,0.4235220756
0,6.7265633170,0.4088759343
0,6.7344992215,0.4130610097
0,6.7543184378,0.4112850169
0,6.7654593977,0.4205223113
0,6.7741590639,0.4078873811
0,6.8000027679,0.4192087647
0,6.8117451945,0.4186095942
0,6.8273618136,0.4156763649
0,6.8274417700,0.4082920617
0,6.8300477070,0.4074389955
0,6.8330770409,0.4094465223
0,6.8681219299,0.4138352895
0,6.8880876680,0.4169855415
0,6.9134668743,0.4239397039
0,6.9159607462,0.4157581321
0,6.9203353671,0.4141563321
0,6.9259986436,0.4186820777
0,6.9521795954,0.4136358848
0,6.9609982468,0.4172875494
0,6.9634298722,0.4187061170
0,6.9715151166,0.4109642753
0,6.9817620668,0.4131721958
0,6.9819473116,0.4112297525
0,7.0045372174,0.4104026963
0,7.0343566163,0.4156098711
0,7.0449627127,0.4205194574
0,7.0580621895,0.4144052466
0,7.0594965783,0.4136937923
0,7.0687433925,0.4237869489
0,7.0959202628,0.4208678830
0,7.1097925870,0.4190469848
0,7.1228020820,0.4124059094
0,7.1369126230,0.4153800893
0,7.1443969083,0.4200594715
0,7.1819728036,0.4165949900
0,7.1939372434,0.4203994867
0,7.2132948908,0.4150808897
0,7.2294766773,0.4173247384
0,7.2405109078,0.4165404605
0,7.2593342881,0.4212355831
0,7.2753180069,0.4311337268
0,7.3039388554,0.4226524568
0,7.3128874223,0.4142091106
0,7.3291381155,0.4126250857
0,7.3358024934,0.4155019917
0,7.3415953776,0.4159049369
0,7.3584988906,0.4193059085
0,7.3708100169,0.4126822434
0,7.3896986195,0.4292672935
0,7.3937904903,0.4138501598
0,7.4107236603,0.4205100519
0,7.4291307710,0.4192047065
0,7.4403381158,0.4263775286
0,7.4508492461,0.4199753615
0,7.4586196690,0.4215856434
0,7.4755403898,0.4244623929
0,7.4862215748,0.4227510034
0,7.4936058230,0.4243248134
0,7.5054840859,0.4212878950
0,7.5170115623,0.4257826089
0,7.5324562462,0.4227202672
0,7.5499172027,0.4199205387
0,7.5524954312,0.4242249440
0,7.5698604458,0.4240929580
0,7.5803386168,0.4176728760
0,7.5828343361,0.4264568750
0,7.5890005244,0.4234018031
0,7.6061478355,0.4302300492
0,7.6251487273,0.4178657065
0,7.6425865908,0.4239366853
0,7.6485224327,0.4196351799
0,7.6618787297,0.4165670775
0,7.6806312126,0.4289807292
0,7.6882786892,0.4204964325
0,7.7000119116,0.4229018074
0,7.7217844806,0.4274052771
0,7.7309741573,0.4149938840
0,7.7332349325,0.4286788562
0,7.7650480215,0.4235868192
0,7.7710019460,0.4218525074
0,7.7782696217,0.4257992390
0,7.7978617049,0.4227893126
0,7.8147974319,0.4206385502
0,7.8260604856,0.4281926041
0,7.8287248291,0.4262459007
0,7.8493558718,0.4183438527
0,7.8543438394,0.4213011879
0,7.8544913325,0.4189573559
0,7.8652765942,0.4315428877
0,7.8835207966,0.4227920288
0,7.8943911729,0.4232272946
0,7.9015878144,0.4286633569
0,7.9246712320,0.4220019431
0,7.9308580603,0.4339555016
0,7.9390952403,0.4282615586
0,7.9434865067,0.4283117252
0,7.9561245710,0.4233594075
0,7.9618302759,0.4299524825
0,7.9625407802,0.4260313886
0,7.9785227754,0.4290884155
0,7.9875802320,0.4216396009
0,8.0010995863,0.4299583091
0,8.0240526782,0.4288936906
0,8.0402527993,0.4304499453
0,8.0476310840,0.4314589373
0,8.0479788139,0.4267703967
0,8.0621255455,0.4271881337
0,8.0653551827,0.4266032790
0,8.0849859379,0.4261172501
0,8.1080594519,0.4246263096
0,8.1132227545,0.4236406519
0,8.1149775082,0.4389319078
0,8.1222770374,0.4255605165
0,8.1533717839,0.4216921592
0,8.1573773787,0.4223197303
0,8.1658854630,0.4229944867
0,8.1867185128,0.4260856271
0,8.1900689644,0.4290807602
0,8.1996983267,0.4173895068
0,8.2068414774,0.4259707738
0,8.2120914516,0.4326205506
0,8.2202447941,0.4342107790
0,8.2203892453,0.4232563305
0,8.2221362113,0.4268224337
0,8.2588125564,0.4064960551
0,8.2693098838,0.4335451030
0,8.2800618138,0.4253167301
0,8.2813573801,0.4284248836
0,8.2977773967,0.4218348268
0,8.3056470669,0.4248775029
0,8.3175538222,0.4180482872
0,8.3313394688,0.4344146039
0,8.3346484375,0.4185756418
0,8.3381283867,0.4287936449
0,8.3487487972,0.4279316170
0,8.3645818846,0.4322356487
0,8.3732712663,0.4351979731
0,8.3897319189,0.4283995102
0,8.4024505076,0.4234190246
0,8.4083456606,0.4226430393
0,8.4375777962,0.4252659377
0,8.4653542433,0.4261631296
0,8.4686637681,0.4216162702
0,8.4803696100,0.4277521641
0,8.4823410517,0.4275083867
0,8.4875663151,0.4194234663
0,8.4981561929,0.4220884330
0,8.5148936933,0.4184530566
0,8.5232968008,0.4219418263
0,8.5338465248,0.4356116387
0,8.5410247304,0.4222925159
0,8.5421375085,0.4288786629
0,8.5477884058,0.4288156215
0,8.5585938216,0.4281017405
0,8.5712038307,0.4240108670
0,8.5727160429,0.4263735780
0,8.5863629041,0.4307277746
0,8.5883340185,0.4168674618
0,8.5971622387,0.4311918490
0,8.6015402757,0.4200206521
0,8.6146256232,0.4349039381
0,8.6205503041,0.4256961063
0,8.6222478919,0.4213996347
0,8.6248676596,0.4337051253
0,8.6487692384,0.4314685934
0,8.6586854925,0.4341372141
0,8.6605312001,0.4277121955
0,8.6744693623,0.4242302294
0,8.6781318607,0.4288472490
0,8.6860132667,0.4281387455
0,8.6871684199,0.4283318580
0,8.7100958742,0.4342745658
0,8.7274552961,0.4233601311
0,8.7353017682,0.4344607593
0,8.7371235738,0.4331104833
0,8.7399112568,0.4307569205
0,8.7572118891,0.4276062876
0,8.7614479128,0.4284920991
0,8.7762857127,0.4318365245
0,8.7900565308,0.4319902897
0,8.8108870891,0.4300917378
0,8.8126435401,0.4270943389
0,8.8390229555,0.4253682493
0,8.8504953154,0.4283219232
0,8.8613327279,0.4349901101
0,8.8680140079,0.4264988510
0,8.8861986462,0.4241029140
0,8.8951569022,0.4341232790
0,8.8958961967,0.4346618465
0,8.9065295755,0.4236842949
0,8.9142283082,0.4266709247
0,8.9280546023,0.4332380996
0,8.9329493944,0.4151543251
0,8.9444141345,0.4313466630
0,8.9540620252,0.4267578482
0,8.9551894123,0.4179124862
0,8.9570299755,0.4273615267
0,8.9805196493,0.4355647634
0,8.9836875471,0.4284718099
0,9.0172153539,0.4274037582
0,9.0234796309,0.4380247224
0,9.0327330542,0.4245401267
0,9.0414565293,0.4256234547
0,9.0425129814,0.4318711121
0,9.0461383250,0.4233784689
0,9.0538834380,0.4321526408
0,9.0677427742,0.4366700262
0,9.0683260642,0.4239723454
0,9.0738670030,0.4243298109
0,9.0880584229,0.4231880036
0,9.1076550576,0.4289087563
0,9.1142098376,0.4267661572
0,9.1427413241,0.4232105435
0,9.1509327381,0.4235583593
0,9.1532593162,0.4305082258
0,9.1590430575,0.4302792391
0,9.1694469012,0.4245089216
0,9.1828502055,0.4229032248
0,9.1956460625,0.4304356113
0,9.2051607057,0.4213641586
0,9.2088212502,0.4273082486
0,9.2295459210,0.4295567558
0,9.2346772423,0.4261740428
0,9.2373847961,0.4408172808
0,9.2456355967,0.4267949731
0,9.2558000408,0.4324396524
0,9.2589414628,0.4276996263
0,9.2671519293,0.4342297946
0,9.2716584548,0.4280434106
0,9.2882226935,0.4319605771
0,9.2922691878,0.4266204036
0,9.2936547777,0.4298955901
0,9.3010217466,0.4312625945
0,9.3132644899,0.4317267608
0,9.3176309400,0.4347826120
0,9.3319485899,0.4239991137
0,9.3382440681,0.4151234845
0,9.3391800342,0.4274315060
0,9.3429481249,0.4249726671
0,9.3665971161,0.4322460639
0,9.3696025680,0.4377822808
0,9.3844257033,0.4205800517
0,9.3906868620,0.4034974519
0,9.4055956368,0.4341055851
0,9.4124469375,0.4312165833
0,9.4181995401,0.4262485306
0,9.4261498126,0.4231476129
0,9.4348461152,0.4348522980
0,9.4519814344,0.4257315078
0,9.4547225611,0.4188022375
0,9.4652728010,0.4311200469
0,9.4720012392,0.4244838399
0,9.4859810401,0.4149453342
0,9.4984778407,0.4256731235
0,9.5034115104,0.4341552854
0,9.5088030818,0.4340982916
0,9.5164454569,0.4384105207
0,9.5166781795,0.4287246901
0,9.5270183789,0.4298563457
0,9.5275232116,0.4347040831
0,9.5389101409,0.4326398597
0,9.5481019577,0.4256503528
0,9.5578179708,0.4265455323
0,9.5701784995,0.4421462409
0,9.5889969206,0.4359051815
0,9.5954852539,0.4303593865
0,9.5965567934,0.4199392135
0,9.6035023879,0.4322440155
0,9.6053086675,0.4292400138
0,9.6165817981,0.4280623711
0,9.6353689232,0.4341826231
0,9.6475793620,0.4309690650
0,9.6488117787,0.4299086069
0,9.6524385629,0.4373354281
0,9.6569791139,0.4313424076
0,9.6840799322,0.4133473522
0,9.6874589245,0.4334206726
0,9.6915100736,0.4358899378
0,9.7006909252,0.4362229165
0,9.7069467729,0.4315430993
0,9.7223775025,0.4249396006
0,9.7355866236,0.4376990122
0,9.7560455877,0.4392171428
0,9.7570740208,0.4466908101
0,9.7617284393,0.4260769583
0,9.7680578525,0.4287442544
0,9.7773203052,0.4248579927
0,9.7881082032,0.4212686843
0,9.7913550899,0.4165456906
0,9.8105029760,0.4338730667
0,9.8135755451,0.4327411882
0,9.8260890433,0.4242816110
0,9.8426825422,0.4174722061
0,9.8481807905,0.4313955418
0,9.8559375250,0.4324203987
0,9.8669540209,0.4310471064
0,9.8697922040,0.4498447350
0,9.8790118424,0.4283036699
0,9.8857014716,0.4318162141
0,9.8867823304,0.4189785212
0,9.9240820151,0.4289284841
0,9.9249708235,0.4250766178
0,9.9356539130,0.4232089512
0,9.9394403096,0.4309583881
0,9.9449130356,0.4294788176
0,9.9559826613,0.4193981675
0,9.9660981562,0.4337589620
0,9.9675554301,0.4355285780
0,9.9738902414,0.4331762790
0,9.9817726100,0.4253070375
0,9.9822602325,0.4201117722
0,9.9884835410,0.4128698182
0,9.9984702123,0.4369782378
0,10.0197497769,0.4224389634
0,10.0234493774,0.4313170503
0,10.0245286596,0.4259564273
0,10.0292337726,0.4330754548
0,10.0480798584,0.4206942482
0,10.0690140285,0.4239614234
0,10.0752588829,0.4286229375
0,10.0770179815,0.4266749371
0,10.0853577936,0.4223986694
0,10.0901210792,0.4299684139
0,10.1003604215,0.4250987125
0,10.1221779156,0.4284592474
0,10.1314952750,0.4369321459
0,10.1317743860,0.4194626729
0,10.1411713180,0.4146804511
0,10.1497034371,0.4275411336
0,10.1546165475,0.4310916890
0,10.1694999988,0.4213121443
0,10.1733504963,0.4328821520
0,10.1826598630,0.4304078887
0,10.1848000054,0.4207623589
0,10.1972877468,0.4267778704
0,10.2174951917,0.4413604787
0,10.2210114591,0.4262994874
0,10.2291104278,0.4265185677
0,10.2314559974,0.4302434974
0,10.2477074747,0.4310756274
0,10.2613198658,0.4323806154
0,10.2735503467,0.4296394523
0,10.2756470186,0.4271603815
0,10.2793554672,0.4358468303
0,10.2859120136,0.4326301591
0,10.2946804519,0.4303532357
0,10.2996208855,0.4230864648
0,10.3082230174,0.4370793855
0,10.3118521861,0.4089439802
0,10.3235071561,0.4305174020
0,10.3308884909,0.4270109319
0,10.3414512681,0.4229729455
0,10.3521879865,0.4337077303
0,10.3528854782,0.4284117659
0,10.3734087457,0.4310066386
0,10.3804494590,0.4370378825
0,10.3835948701,0.4352630070
0,10.3854204515,0.4353546607
0,10.3908619212,0.4282841132
0,10.3977515124,0.4419182703
0,10.4081032326,0.4421586910
0,10.4167245956,0.4325483670
0,10.4180157811,0.4287657275
0,10.4330073819,0.4438345383
0,10.4397614239,0.4407008673
0,10.4483093909,0.4302845154
0,10.4569263283,0.4467565024
0,10.4658127271,0.4342268013
0,10.4690275802,0.4308454397
0,10.4807045906,0.4213865861
0,10.4934426651,0.4269020448
0,10.4983578684,0.4389562609
0,10.5093974374,0.4215318230
0,10.5148858334,0.4509292264
0,10.5304857302,0.4359679960
0,10.5351582967,0.4425630617
0,10.5436062781,0.4294922553
0,10.5477362977,0.4467223568
0,10.5519342252,0.4409292451
0,10.5568205960,0.4308349376
0,10.5634968180,0.4359700621
0,10.5636106184,0.4282223959
0,10.5673651205,0.4432601657
0,10.5789255473,0.4265305399
0,10.5882473314,0.4328042609
0,10.6006989350,0.4310709113
0,10.6196551684,0.4229977961
0,10.6244221062,0.4389988788
0,10.6385870903,0.4348407924
0,10.6416699816,0.4284057754
0,10.6420950252,0.4250502415
0,10.6548226276,0.4384898036
0,10.6600045664,0.4447232709
0,10.6694119540,0.4297480566
0,10.6744830386,0.4271838304
0,10.6757465786,0.4351091872
0,10.6777568107,0.4285378339
0,10.6893774593,0.4364270530
0,10.6893943989,0.4341627379
0,10.6974253737,0.4326118633
0,10.7107460789,0.4481589627
0,10.7139731738,0.4313601177
0,10.7322319066,0.4393944615
0,10.7329860672,0.4407422947
0,10.7373272493,0.4372940530
0,10.7400451082,0.4427366260
0,10.7470078040,0.4397324341
0,10.7603606702,0.4403119460
0,10.7697785801,0.4429763822
0,10.7871160173,0.4391340007
0,10.7975464673,0.4408054744
0,10.7976082459,0.4305621639
0,10.7998279760,0.4357303246
0,10.8067461590,0.4253964427
0,10.8102030539,0.4305404132
0,10.8212420875,0.4328151552
0,10.8401340517,0.4344079040
0,10.8426246263,0.4190822532
0,10.8521704808,0.4306582593
0,10.8581420439,0.4196303824
0,10.8634803230,0.4322900432
0,10.8708793234,0.4345811434
0,10.8816139396,0.4346139022
0,10.8838729439,0.4225527296
0,10.8887106536,0.4410980074
0,10.8971264767,0.4209049747
0,10.9125451064,0.4169465938
0,10.9190924822,0.4361813118
0,10.9209089634,0.4443046456
0,10.9283512196,0.4377018967
0,10.9362263622,0.4241527092
0,10.9564882286,0.4337586903
0,10.9582435165,0.4379213424
0,10.9640203466,0.4336112468
0,10.9749135233,0.4363160152
0,10.9844633334,0.4426335821
0,10.9858676433,0.4364532419
0,10.9981767714,0.4291278438
0,11.0113041871,0.4439207351
0,11.0162517089,0.4553996216
0,11.0243103927,0.4306960062
0,11.0529103269,0.4452701504
0,11.0614627253,0.4451151242
0,11.0777575888,0.4330018512
0,11.0857689246,0.4418339155
0,11.1005045325,0.4417461799
0,11.1065242019,0.4292246236
0,11.1112862583,0.4323007953
0,11.1272426157,0.4146791079
0,11.1273325127,0.4303029664
0,11.1428329740,0.4485498482
0,11.1456302876,0.4377318007
0,11.1586767652,0.4178590959
0,11.1635409678,0.4335717595
0,11.1793776760,0.4488110015
0,11.1821152965,0.4312405486
0,11.1860080627,0.4432269719
0,11.2001906344,0.4306900283
0,11.2176836039,0.4482587299
0,11.2354407353,0.4330102058
0,11.2474629334,0.4546151575
0,11.2517107372,0.4405493318
0,11.2548505450,0.4363064574
0,11.2631049852,0.4222544234
0,11.2642209970,0.4184010141
0,11.2691885793,0.4352732834
0,11.2853157946,0.4430364877
0,11.2951912086,0.4310225755
0,11.2972025738,0.4381352462
0,11.3188371601,0.4190706141
0,11.3230431621,0.4506562839
0,11.3297158240,0.4204337446
0,11.3464840697,0.4363595198
0,11.3469587610,0.4311771107
0,11.3568383105,0.4430342734
0,11.3589892139,0.4328188856
0,11.3695526412,0.4474788995
0,11.3884109971,0.4321173578
0,11.3938071690,0.4375514201
0,11.3982227692,0.4322854438
0,11.4080708753,0.4480493972
0,11.4272910805,0.4262085782
0,11.4316321714,0.4277603290
0,11.4460804227,0.4441800759
0,11.4505487254,0.4467615493
0,11.4572720795,0.4310698262
0,11.4646749040,0.4436523795
0,11.4667161077,0.4330508926
0,11.4865619840,0.4454863758
0,11.4872300770,0.4420125691
0,11.4935227806,0.4468880128
0,11.4967985524,0.4447278008
0,11.4996557432,0.4420844180
0,11.5014408541,0.4420751792
0,11.5098904716,0.4504810698
0,11.5214904826,0.4348433382
0,11.5266066286,0.4475968524
0,11.5346947468,0.4408851810
0,11.5441995087,0.4237500167
0,11.5512536494,0.4365827878
0,11.5678837436,0.4402362351
0,11.5767401252,0.4479048699
0,11.5812621052,0.4494573088
0,11.5961813561,0.4493681865
0,11.6012448598,0.4426823703
0,11.6014801136,0.4403285356
0,11.6114541707,0.4544288773
0,11.6127182941,0.4453897936
0,11.6479705032,0.4365825802
0,11.6523925759,0.4444271692
0,11.6560333220,0.4451818355
0,11.6573751926,0.4399754180
0,11.6643505415,0.4418145265
0,11.6914339580,0.4246545071
0,11.7007498905,0.4402552866
0,11.7143703160,0.4532211232
0,11.7242254600,0.4299441850
0,11.7248033158,0.4399890029
0,11.7263787603,0.4228101841
0,11.7417176987,0.4362539919
0,11.7451038687,0.4503101991
0,11.7520275875,0.4499588340
0,11.7571037561,0.4265593427
0,11.7853760957,0.4392579006
0,11.7875469614,0.4284248244
0,11.7906444354,0.4407082760
0,11.8020586270,0.4378711996
0,11.8079925089,0.4455233193
0,11.8298883701,0.4482382634
0,11.8322091510,0.4441122831
0,11.8428801676,0.4280253539
0,11.8492769237,0.4145567262
0,11.8615362361,0.4166860099
0,11.8670103784,0.4336828618
0,11.8751722149,0.4383765296
0,11.8879256992,0.4448815087
0,11.8950427285,0.4588345808
0,11.8974854055,0.4452828241
0,11.9073456002,0.4438348941
0,11.9114183834,0.4523756802
0,11.9169980539,0.4491973753
0,11.9178507221,0.4370599494
0,11.9192543712,0.4359881701
0,11.9349647347,0.4503158616
0,11.9455430371,0.4429270507
0,11.9513955955,0.4287087391
0,11.9557528995,0.4421570553
0,11.9756079113,0.4383974039
0,11.9797772417,0.4307905997
0,11.9961748604,0.4348891492
0,12.0011993427,0.4267307215
0,12.0117031721,0.4391625357
0,12.0127409265,0.4399560188
0,12.0134788826,0.4345157310
0,12.0208616994,0.4343466245
0,12.0248913770,0.4430687174
0,12.0279710243,0.4334821568
0,12.0410971774,0.4528274644
0,12.0542384035,0.4249010517
0,12.0567808320,0.4529319273
0,12.0637996558,0.4313465612
0,12.0843438190,0.4482949234
0,12.0843795468,0.4435668234
0,12.0865394402,0.4461345952
0,12.0888797528,0.4409268023
0,12.1041866354,0.4444860445
0,12.1101703762,0.4533127876
0,12.1206929970,0.4297655791
0,12.1259750560,0.4311842855
0,12.1332173840,0.4416986849
0,12.1438013121,0.4355467694
0,12.1465532055,0.4425686290
0,12.1566415452,0.4398926547
0,12.1639122025,0.4382200610
0,12.1640595014,0.4428270021
0,12.1751055313,0.4464895967
0,12.1778778991,0.4391063885
0,12.2007181039,0.4470973096
0,12.2044042318,0.4382331746
0,12.2210726475,0.4410524612
0,12.2312091875,0.4392149898
0,12.2546663672,0.4456382437
0,12.2628557283,0.4447271200
0,12.2636567512,0.4611400646
0,12.2753155969,0.4454300646
0,12.2805197783,0.4353036450
0,12.2900727435,0.4287066099
0,12.2914995487,0.4335384542
0,12.2986937793,0.4384758448
0,12.3087044617,0.4467658486
0,12.3098319606,0.4452541650
0,12.3172319551,0.4441498622
0,12.3285376604,0.4405328701
0,12.3445424948,0.4547507453
0,12.3544315900,0.4382964986
0,12.3579355974,0.4432772411
0,12.3673484056,0.4414355183
0,12.3717684002,0.4353652455
0,12.3830791432,0.4355756746
0,12.3947311722,0.4400083319
0,12.4032883288,0.4377249320
0,12.4223383578,0.4336070611
0,12.4263367485,0.4421539463
0,12.4317753498,0.4375432426
0,12.4319432860,0.4329698066
0,12.4447557051,0.4392071040
0,12.4510693137,0.4457903912
0,12.4559094901,0.4378907462
0,12.4574445740,0.4460195246
0,12.4624427355,0.4377747124
0,12.4842007534,0.4517464432
0,12.4962376286,0.4376811875
0,12.4983701423,0.4419339648
0,12.5024791399,0.4453243719
0,12.5080233551,0.4438847045
0,12.5218609477,0.4489265395
0,12.5246262336,0.4350485983
0,12.5417489033,0.4462007524
0,12.5427532294,0.4362893513
0,12.5436525753,0.4429064597
0,12.5607222292,0.4333330590
0,12.5652660146,0.4342232139
0,12.5767323079,0.4451268276
0,12.5786516424,0.4484494030
0,12.5891249654,0.4385256493
0,12.5907359888,0.4354509383
0,12.6061558595,0.4415795982
0,12.6131037928,0.4459739940
0,12.6145123610,0.4402390962
0,12.6196725242,0.4406673604
0,12.6384837768,0.4483548644
0,12.6433252769,0.4397339758
0,12.6489095107,0.4169105235
0,12.6499087249,0.4113818563
0,12.6545116963,0.4228084689
0,12.6548763561,0.4238991962
0,12.6630572328,0.4442979339
0,12.6699579527,0.4424307008
0,12.6757958452,0.4379113123
0,12.6899858540,0.4355863154
0,12.6929862045,0.4357998414
0,12.6931149946,0.4415738728
0,12.7014227014,0.4429932825
0,12.7050699765,0.4479671767
0,12.7251524534,0.4452313532
0,12.7386723974,0.4476752947
0,12.7435944266,0.4626127084
0,12.7488421458,0.4415736873
0,12.7509850656,0.4323294116
0,12.7622256806,0.4402871425
0,12.7718691154,0.4376795464
0,12.7728325742,0.4428708842
0,12.7748705486,0.4154328135
0,12.7778028928,0.4507167219
0,12.7862815797,0.4520537339
0,12.7967778019,0.4167281965
0,12.7988976382,0.4577190520
0,12.8133416132,0.4463859516
0,12.8308758929,0.4227649119
0,12.8436454672,0.4358638795
0,12.8445444973,0.4327011613
0,12.8603268681,0.4530066967
0,12.8682073009,0.4378268530
0,12.8704095981,0.4401098265
0,12.8930916414,0.4451021520
0,12.8977057732,0.4345403311
0,12.8994473414,0.4457313751
0,12.9108507303,0.4742917109
0,12.9177789535,0.4406094040
0,12.9293587143,0.4222825531
0,12.9306051723,0.4464379503
0,12.9464433678,0.4169601260
0,12.9553678503,0.4444642871
0,12.9560947351,0.4303057477
0,12.9681407942,0.4238490537
0,12.9878217213,0.4322110402
0,12.9959632674,0.4496538914
0,13.0009885727,0.4357448554
0,13.0036050786,0.4420930618
0,13.0138088062,0.4358137168
0,13.0234490175,0.4682849495
0,13.0424667063,0.4302922177
0,13.0533672979,0.4338420946
0,13.0536776972,0.4505502454
0,13.0748337716,0.4406991609
0,13.0938077091,0.4625705145
0,13.1106128888,0.4617197945
0,13.1266764274,0.4496266947
0,13.1286913243,0.4512489222
0,13.1397317528,0.4548866450
0,13.1431155080,0.4429271303
0,13.1497793807,0.4454718668
0,13.1698432498,0.4362898187
0,13.1784668199,0.4458253111
0,13.2028924831,0.4444695271
0,13.2157407304,0.4506380586
0,13.2398030937,0.4504546884
0,13.2502521955,0.4303649469
0,13.2570843777,0.4426357408
0,13.2655626788,0.4425143091
0,13.2706649707,0.4505911787
0,13.2795588379,0.4289766759
0,13.2898313640,0.4260929158
0,13.3033292926,0.4361183651
0,13.3059121828,0.4362030541
0,13.3106991664,0.4270281367
0,13.3258930278,0.4520972895
0,13.3340999065,0.4222979970
0,13.3358632016,0.4417006670
0,13.3500436337,0.4466985465
0,13.3673442817,0.4426244366
0,13.3713519753,0.4456703056
0,13.3852242874,0.4507896825
0,13.3952963005,0.4366891651
0,13.4076857890,0.4333796998
