# ED: O = n_9*n_10,  L=18  N=12  t=1.0  V=1.0  tp=0.32  Vp=0.32  mu=0.0  alpha=0.0
energy,O_expval
0.7854986302,0.3341519124
0.8008950652,0.3469944153
0.8116415628,0.3598402180
0.8146847337,0.3786892047
0.8219408198,0.3692632489
0.8451700987,0.4030192925
0.8559086588,0.3822719923
0.8572360447,0.3240253727
0.8847173213,0.3173504247
0.8902674575,0.3889384297
0.8926775712,0.2905390284
0.9030200801,0.4282002285
0.9110483077,0.3667626054
0.9274576663,0.4701970381
0.9368204587,0.3688018585
0.9412565819,0.4012782251
0.9535263595,0.3177572318
0.9657471738,0.3460856688
0.9756048865,0.3466634861
0.9904363329,0.3712228551
0.9935959210,0.3923242616
1.0265863358,0.3237962629
1.0288447953,0.3767388389
1.0323830999,0.3990623943
1.0335079932,0.4085198883
1.0445884928,0.3230025263
1.0547154045,0.3589218199
1.0867799283,0.3669217191
1.0924570265,0.3014230423
1.1032899994,0.3617942140
1.1044749728,0.4509895806
1.1094920390,0.3611793335
1.1222330641,0.3970347693
1.1311473520,0.3516386878
1.1372742516,0.3429289866
1.1638850414,0.4014633809
1.1728669445,0.4149800365
1.1736641707,0.4099012440
1.1772769938,0.3835254091
1.1873404874,0.3298854979
1.1903395933,0.3957145284
1.2110796257,0.3464868691
1.2125050359,0.3619436087
1.2294326680,0.3383396433
1.2395817041,0.3382064308
1.2491229495,0.3427765262
1.2513930648,0.3674990671
1.2560612312,0.3985870698
1.2682662368,0.4149609304
1.2707998004,0.4075269624
1.2807042459,0.3718855860
1.2815652951,0.3639292756
1.2937962906,0.3449670994
1.3054764202,0.3803280777
1.3094423585,0.3858407547
1.3216961942,0.3158527176
1.3316253828,0.4340002688
1.3376591006,0.3885095893
1.3425856819,0.3395309034
1.3531769378,0.3310774391
1.3593623875,0.3588700410
1.3675264333,0.3445216001
1.3735936267,0.3723451545
1.3951624965,0.3381563290
1.4014448721,0.3741931940
1.4054383241,0.3584514864
1.4087703635,0.3852763341
1.4147355553,0.3904178078
1.4175585526,0.3991690200
1.4248284148,0.3906769429
1.4391142354,0.3629305707
1.4477716680,0.4090567692
1.4615397640,0.3562718910
1.4641063039,0.3331741141
1.4711626142,0.3719419238
1.4800537227,0.3833734467
1.4903275617,0.3934454243
1.4941436102,0.3772259484
1.5061279874,0.3573384798
1.5151544537,0.3878436404
1.5204441442,0.3365595543
1.5363452756,0.4094950923
1.5398505407,0.3835968003
1.5459912610,0.3907516671
1.5538829976,0.3958680649
1.5559467987,0.3413782192
1.5642856182,0.4000535339
1.5659677269,0.3392031301
1.5842049069,0.3708274841
1.5850788323,0.3577622616
1.5915255945,0.3957495923
1.5969627300,0.3900240670
1.5993850010,0.3654067527
1.6130308522,0.3926917558
1.6192476193,0.3486079455
1.6304824511,0.3840939991
1.6402613166,0.3816369631
1.6419348499,0.3956488532
1.6461029860,0.3844231239
1.6532291252,0.3663355305
1.6562796963,0.3899360336
1.6661011933,0.3710504654
1.6688262538,0.3748802268
1.6761408045,0.3418513284
1.6798142943,0.3647906742
1.6917825108,0.3945499259
1.6933492953,0.3762321115
1.7038670580,0.4169334146
1.7099953617,0.3358379575
1.7165719387,0.3754941891
1.7261331552,0.3592717397
1.7289284973,0.3535928278
1.7325504931,0.3444283076
1.7392111973,0.3862924819
1.7422052815,0.3774561707
1.7498939359,0.3776540882
1.7553169229,0.3701409957
1.7556305203,0.3537076502
1.7735563721,0.3844836664
1.7788923449,0.3502797737
1.7850123948,0.3858119029
1.7927247830,0.3832981069
1.7961185727,0.3816985491
1.8042629340,0.3988093457
1.8064033660,0.3982046273
1.8125862506,0.4137394146
1.8199747533,0.3831309815
1.8210606180,0.4155303699
1.8263184301,0.3762389263
1.8313795674,0.3850270142
1.8384881238,0.3817184295
1.8430310205,0.3857968023
1.8529947796,0.3468331864
1.8534800254,0.3639343095
1.8603156127,0.3416220660
1.8661474246,0.3513342963
1.8697254801,0.3597239035
1.8742532540,0.3080571412
1.8794110533,0.3326710453
1.8804962307,0.3831280147
1.8912428274,0.3625879856
1.8928321432,0.3871884648
1.8958277231,0.3914268737
1.9118562320,0.3700445312
1.9127218831,0.3827263503
1.9233637625,0.3512090796
1.9250060136,0.3376801615
1.9329624969,0.3379047670
1.9414028008,0.3890663132
1.9432829218,0.3511299685
1.9530358041,0.3924398464
1.9549793409,0.3488787344
1.9646076270,0.3614802259
1.9708577642,0.3941753669
1.9721403796,0.4136337637
1.9765289390,0.3806659701
1.9777936100,0.3789885653
1.9811817800,0.3513284171
1.9958437041,0.3517796091
1.9967774459,0.3448838157
2.0028758893,0.3893251562
2.0117217306,0.3705320178
2.0164830216,0.3487584402
2.0214396468,0.3643568000
2.0284930586,0.3700311011
2.0354521325,0.3634178720
2.0373878219,0.3488476543
2.0437522851,0.3543916266
2.0494558009,0.3722551876
2.0578174653,0.3771563098
2.0648265972,0.4059032556
2.0663366714,0.3915263141
2.0750549393,0.3911385079
2.0832393971,0.3672082677
2.0921812848,0.4084832704
2.0966267892,0.3860438462
2.0974542249,0.3018147005
2.1048115093,0.3938729488
2.1060360179,0.4014344766
2.1060755041,0.3674731405
2.1126535719,0.4003169439
2.1221764154,0.4036728587
2.1221948485,0.4010368252
2.1316943623,0.3339652697
2.1369088458,0.3831346465
2.1385316546,0.3900062821
2.1418228939,0.3554593324
2.1569778657,0.3688254207
2.1573786084,0.3744555547
2.1596922748,0.3940598435
2.1640759735,0.3767634776
2.1742345510,0.3527218482
2.1797936847,0.3693968476
2.1828198328,0.4084076000
2.1833700943,0.3492875013
2.1861291235,0.3693531807
2.1903072592,0.3561875217
2.2002220742,0.4035946022
2.2002970234,0.3917018877
2.2050467871,0.4044120483
2.2135567801,0.3573389259
2.2146805540,0.3884538365
2.2175349888,0.3976702741
2.2240090409,0.3203319857
2.2244363841,0.3802165683
2.2317178916,0.3572196454
2.2328365944,0.3610049273
2.2528461149,0.4207908149
2.2648909272,0.3849459891
2.2728833790,0.4047705891
2.2734690760,0.3609363891
2.2740281121,0.3627476929
2.2784473953,0.3486388377
2.2833480277,0.4305123137
2.2860699114,0.3813877735
2.2907399497,0.3345769985
2.2919329324,0.4304608902
2.2973543177,0.3898964176
2.3016839964,0.3339442170
2.3030577527,0.3995429434
2.3089162153,0.3180412600
2.3109066701,0.3787311345
2.3170792161,0.3608087548
2.3191291797,0.3790858031
2.3225891958,0.3536270951
2.3228360623,0.3639657351
2.3285852991,0.4033726990
2.3370952907,0.4052819272
2.3397800414,0.4051274657
2.3415592770,0.3479237898
2.3489737691,0.3771624216
2.3523657120,0.3899928072
2.3573033944,0.3464180379
2.3642830431,0.3554488537
2.3682901450,0.3402405392
2.3728615399,0.3914439628
2.3844158745,0.3502994224
2.3891761008,0.3588296643
2.3917483672,0.3663365564
2.3964390195,0.3644480796
2.4058916058,0.3522196452
2.4061528846,0.4168755072
2.4096810625,0.4008533567
2.4149748679,0.3435161269
2.4165830164,0.3728144335
2.4202015205,0.3876477002
2.4216134756,0.4149793534
2.4256257373,0.3927554037
2.4305399346,0.4159203602
2.4349629215,0.3921447970
2.4381637679,0.3899599349
2.4414459557,0.4035972120
2.4418700226,0.3762974931
2.4461550828,0.4260996036
2.4498610882,0.3906221429
2.4534617744,0.3687764159
2.4565879194,0.3837263635
2.4592704326,0.3811270831
2.4657640885,0.3441254997
2.4706697973,0.3675683054
2.4760555032,0.3635970913
2.4813183166,0.3721723649
2.4881356232,0.3588664898
2.4897455334,0.3962636769
2.4932978728,0.4152108583
2.4968491164,0.3730717751
2.5011840540,0.3749157394
2.5061856806,0.3960850500
2.5142582633,0.4075221740
2.5145001224,0.3625135955
2.5179288075,0.3511871059
2.5251435270,0.3683778226
2.5270766775,0.3612824376
2.5285248467,0.3746537550
2.5314434070,0.3209071994
2.5340350048,0.3822497602
2.5369865124,0.3965419339
2.5430335117,0.3870366983
2.5512815761,0.3776845858
2.5522797198,0.3666331568
2.5563175548,0.3733390427
2.5583871607,0.3549016664
2.5693962380,0.4084240735
2.5698702989,0.3698780550
2.5721289713,0.3752461380
2.5791419197,0.4061511750
2.5818590964,0.3829274018
2.5829473783,0.3915442145
2.5860733301,0.3853060207
2.5949714729,0.3617249101
2.5974393733,0.3832370207
2.6006303244,0.4005766311
2.6027452895,0.3797278269
2.6039533498,0.3926407182
2.6106923705,0.3884790538
2.6112640470,0.3961969750
2.6197691288,0.3787271767
2.6245786604,0.3680912927
2.6276066021,0.4130537808
2.6330796146,0.3902627482
2.6331702236,0.3611153006
2.6362229854,0.3847340544
2.6400402080,0.3388367793
2.6430110302,0.3885553275
2.6437484683,0.3763243959
2.6482988931,0.3813661965
2.6522871773,0.3837809092
2.6558620093,0.3811726722
2.6565158943,0.3724969357
2.6638492156,0.3755999704
2.6685649636,0.3746766825
2.6734096081,0.3735423001
2.6748684886,0.3157796257
2.6813161899,0.4159238479
2.6840635225,0.4002285757
2.6906908105,0.3401092374
2.6968795030,0.3339327802
2.6970772646,0.3740689132
2.6994921258,0.3929707869
2.7003271927,0.3939330841
2.7039911928,0.3840207470
2.7085758376,0.3397037047
2.7103857289,0.3864450719
2.7167321174,0.3902834266
2.7173127515,0.3692061237
2.7186346794,0.3774462984
2.7201911442,0.3872186328
2.7216923612,0.4223991066
2.7268733609,0.3866585141
2.7299398732,0.3573222193
2.7307252902,0.3725376650
2.7359357255,0.3298131643
2.7390283006,0.4097754422
2.7404108640,0.3940457858
2.7456997752,0.3675520759
2.7490727373,0.3566968856
2.7524115752,0.4033464205
2.7528245435,0.3991077035
2.7543045594,0.3887598395
2.7558262788,0.3844302442
2.7562472827,0.3751744551
2.7660822426,0.3957377240
2.7705440605,0.3708345153
2.7767956074,0.3853048302
2.7815324193,0.3741227844
2.7831507059,0.3549115504
2.7880267193,0.3596940130
2.7944144462,0.3788372194
2.7967449723,0.3560888252
2.8024717428,0.3277164444
2.8030387746,0.3569837907
2.8051075244,0.3586624456
2.8108244432,0.3779887620
2.8114213071,0.3772101260
2.8154827749,0.3721533476
2.8177767906,0.3770260984
2.8190534679,0.3310250126
2.8281068551,0.3872570049
2.8325590862,0.3761927358
2.8349011418,0.3649306865
2.8365445175,0.3841458359
2.8388020269,0.3433405641
2.8411798189,0.3526527753
2.8487558078,0.3779241117
2.8489129929,0.3752618961
2.8555583898,0.3904722156
2.8556522987,0.3867149821
2.8633428096,0.3774132820
2.8639316561,0.3660899266
2.8695998475,0.3564653333
2.8714810124,0.4179581784
2.8727714178,0.3944298993
2.8780270570,0.3820744033
2.8798900532,0.4131389409
2.8863965576,0.3818904836
2.8896663256,0.3899341142
2.8928730894,0.3908510821
2.9023109272,0.3926886963
2.9041014232,0.3841455794
2.9067668782,0.3686083554
2.9089545681,0.3257426344
2.9141573635,0.3662378014
2.9146055750,0.3583303520
2.9177742015,0.3640990043
2.9185543876,0.3862305059
2.9262555283,0.3412174536
2.9281748039,0.4062205808
2.9309758292,0.3586733921
2.9318790762,0.3700640148
2.9362683972,0.3735509673
2.9385082394,0.3531811215
2.9420018863,0.3931460419
2.9440071263,0.3301353031
2.9459926787,0.3711329827
2.9523653217,0.3890226149
2.9536074478,0.3800628368
2.9565178978,0.3894488867
2.9577165950,0.3263604683
2.9600787755,0.3854206523
2.9652924516,0.3685715573
2.9663496371,0.3486936251
2.9684594507,0.3597950926
2.9719531928,0.3939401211
2.9755878173,0.3698647175
2.9759086847,0.3324723152
2.9790158085,0.3492491412
2.9793703273,0.3713600360
2.9900391031,0.3616376226
2.9934747951,0.3876406049
2.9944087896,0.3541750969
3.0003388350,0.3948938218
3.0003700401,0.3456008957
3.0021249862,0.3730487674
3.0041892686,0.3831394960
3.0109641680,0.3997154979
3.0116983160,0.3850758060
3.0195405539,0.3582290256
3.0211049382,0.4414393836
3.0229867409,0.3608042156
3.0268677602,0.3909676842
3.0273346973,0.3766859369
3.0334714757,0.3807909581
3.0369814215,0.3829674238
3.0373792372,0.4003777035
3.0381879599,0.3671649244
3.0435961837,0.3921894787
3.0445654155,0.3402187962
3.0493144888,0.3853775665
3.0497654661,0.4002899537
3.0551422946,0.3665863505
3.0584578258,0.3673268147
3.0636427200,0.3946987269
3.0665254631,0.4096124054
3.0703755332,0.3530171911
3.0719834864,0.3672207695
3.0740900710,0.4265559696
3.0752335278,0.3718790174
3.0793395698,0.3985460904
3.0803529130,0.3635343846
3.0841362636,0.3929247268
3.0843011529,0.3520488732
3.0860019744,0.3488694481
3.0926825982,0.3879431732
3.0930790401,0.3929060651
3.0943654377,0.4055817936
3.0970843876,0.3724944088
3.1009867665,0.3720035997
3.1058744886,0.3546038518
3.1103827953,0.3766452938
3.1124048287,0.3918487686
3.1126227735,0.3946015079
3.1220011522,0.3572959295
3.1220814067,0.3931707417
3.1244991529,0.3986834533
3.1277112121,0.3450324920
3.1278677003,0.3938326560
3.1328796485,0.3582638094
3.1348335814,0.3549168334
3.1394822391,0.3895829963
3.1396733070,0.3711481568
3.1398894315,0.4031351205
3.1421151849,0.3720317072
3.1541096823,0.3495437945
3.1542096990,0.3670804635
3.1543845912,0.3675942765
3.1560602596,0.4098375826
3.1626705083,0.3986887144
3.1645702617,0.3662905999
3.1674713069,0.3823942376
3.1690799051,0.4028827987
3.1705855901,0.4009896957
3.1763323389,0.3537099273
3.1765306322,0.3738351232
3.1806496594,0.4402361931
3.1861663584,0.3746456001
3.1880764640,0.3973874385
3.1906801040,0.4108002130
3.1907495975,0.3326332580
3.1918481909,0.3743815752
3.1953163227,0.3886114590
3.1969496931,0.3631413316
3.1992582595,0.3725478771
3.2035305121,0.3576388678
3.2100109147,0.3906949968
3.2140116302,0.4007340054
3.2195690804,0.3755590468
3.2218091683,0.4057256671
3.2251511782,0.3416899182
3.2251750949,0.4143308290
3.2293739350,0.4166326901
3.2317478302,0.4081152943
3.2320901469,0.3988486455
3.2394044899,0.3801799513
3.2409064887,0.3600355931
3.2421633596,0.3742764481
3.2441685696,0.3853393011
3.2498292502,0.3840462281
3.2505960823,0.4159543745
3.2511668042,0.3578304384
3.2561486923,0.3666931312
3.2602960056,0.3820162090
3.2613932647,0.4033445251
3.2645890183,0.4145397042
3.2649830194,0.3918354381
3.2651247564,0.3851053415
3.2710833527,0.3925799164
3.2740204918,0.3875432749
3.2749078844,0.3899950955
3.2795988197,0.3945587312
3.2834822671,0.3978734973
3.2838807666,0.4060438505
3.2860930617,0.3727094207
3.2878674776,0.3750251028
3.2886596533,0.4047140497
3.2919934571,0.3617471558
3.2943869072,0.3900683420
3.2961088383,0.4019091580
3.3003318907,0.3520546139
3.3045922647,0.4113954174
3.3069300785,0.3932222398
3.3073679779,0.3751506378
3.3093980562,0.4159030515
3.3137708326,0.3802062172
3.3139949422,0.3824058418
3.3168551121,0.3953702786
3.3174587400,0.3723673757
3.3208759917,0.3321699421
3.3245837807,0.3955541259
3.3254466683,0.3901342022
3.3285022405,0.3728484158
3.3314076407,0.3512435850
3.3342391719,0.3942750996
3.3348526699,0.3999284023
3.3394866958,0.3657964833
3.3400638277,0.3976485709
3.3414546206,0.3561449196
3.3444146454,0.4049128954
3.3453154031,0.3920360114
3.3495597425,0.3654429060
3.3555981240,0.3816319671
3.3573350659,0.3634769729
3.3580492486,0.3962717661
3.3646852904,0.3637805426
3.3680522978,0.3773476139
3.3682147868,0.3908783084
3.3700151032,0.3679639124
3.3719857164,0.3957661800
3.3736605715,0.4087494143
3.3805196421,0.3858372296
3.3810574849,0.3768937079
3.3858054694,0.4018168266
3.3877247759,0.3627984191
3.3892790498,0.3787008762
3.3931430800,0.3723369584
3.3963909363,0.3598538155
3.3987889503,0.3851272649
3.4011197733,0.3953436091
3.4011924381,0.3795687400
3.4072623529,0.3457894715
3.4087262029,0.3488966073
3.4112702755,0.3483900257
3.4124833156,0.3599903946
3.4157962385,0.4112118989
3.4168011983,0.3357719870
3.4182918785,0.3837947904
3.4230442955,0.3984987120
3.4258609085,0.3866029429
3.4312762322,0.3591883237
3.4351528679,0.3460197458
3.4361825262,0.3896580573
3.4406549217,0.3846737922
3.4412081704,0.3436658816
3.4426381501,0.3756884515
3.4457111240,0.3782763342
3.4459465320,0.3433170022
3.4494769081,0.3772929306
3.4511970826,0.3553552386
3.4529639806,0.3961209694
3.4536417853,0.3937911127
3.4594659473,0.4057895393
3.4618728984,0.3526978599
3.4621496863,0.3743690661
3.4664515546,0.3940597203
3.4670049928,0.3906004983
3.4711697885,0.3737668824
3.4725945098,0.3760564971
3.4735844998,0.3855432726
3.4760992840,0.3724184698
3.4803336683,0.3890166730
3.4807736886,0.3797334398
3.4859126125,0.3753415607
3.4867226308,0.3686724235
3.4903698871,0.3880525636
3.4905429810,0.3909353767
3.4953776409,0.4116500100
3.4983941915,0.3974038371
3.5006967400,0.3581344685
3.5034372991,0.3525090071
3.5075388635,0.4093550014
3.5097447384,0.3756299413
3.5107912237,0.3628870360
3.5132574572,0.4001057424
3.5149997840,0.3872974614
3.5178960049,0.4235584693
3.5215379069,0.3843208484
3.5228701714,0.3864747668
3.5280555038,0.3946330788
3.5282595365,0.4006545624
3.5290267483,0.3852262668
3.5313890405,0.3665167541
3.5333844829,0.3828937116
3.5359110978,0.3990864691
3.5365607201,0.3799645758
3.5371288795,0.3810986859
3.5383040266,0.3648067914
3.5425154600,0.3505424557
3.5442444503,0.3872115745
3.5475735140,0.3680872807
3.5490833785,0.3683034089
3.5528120619,0.4215206575
3.5557730578,0.3684968371
3.5610298953,0.3636387738
3.5641777288,0.4128337488
3.5659434058,0.3654619527
3.5675314915,0.3974110067
3.5701719585,0.4090051096
3.5718151308,0.3593636160
3.5722719729,0.4078064078
3.5727656084,0.4070322567
3.5769670654,0.3710093944
3.5788489737,0.3621708928
3.5792765978,0.3667230470
3.5847679593,0.3856711753
3.5857578019,0.3984965804
3.5898915206,0.3924574422
3.5905560796,0.4173582904
3.5929182448,0.3674554891
3.5971919522,0.3706503053
3.5985968081,0.3882865641
3.5987034004,0.3459295219
3.6001211598,0.3763378476
3.6044429224,0.4128216753
3.6073981908,0.3892565813
3.6097798692,0.3830016695
3.6122734255,0.3649104800
3.6159167269,0.3819162277
3.6162564644,0.3258245623
3.6168448632,0.4060724211
3.6198398623,0.3829225490
3.6210752401,0.3753682785
3.6232849887,0.3457204459
3.6260519543,0.3839868803
3.6281570122,0.3732943750
3.6294080898,0.3878196608
3.6338206188,0.3943350130
3.6359244522,0.3823641999
3.6375033801,0.3764788916
3.6402295396,0.3896500063
3.6423028076,0.4007757481
3.6423236407,0.4028013101
3.6460200988,0.3608246598
3.6466026112,0.4002075138
3.6477320162,0.3743775201
3.6488353825,0.3648675236
3.6542101638,0.3553414928
3.6560588998,0.3589031873
3.6568571587,0.4186335621
3.6629693559,0.3602223212
3.6662196376,0.3822378565
3.6709675856,0.3650754804
3.6720700079,0.3611203394
3.6734464282,0.3850064683
3.6753422964,0.3954552304
3.6778212919,0.3885785926
3.6786741683,0.4164127695
3.6795627010,0.3684734808
3.6838222924,0.3966548587
3.6870400932,0.3925072365
3.6881590709,0.3501185197
3.6916867713,0.3829588690
3.6922337010,0.3728130780
3.6951364701,0.3861690879
3.6981211686,0.3729336721
3.6985188525,0.3892209474
3.7018095133,0.3804700031
3.7018470083,0.3578100919
3.7045506010,0.3692662692
3.7048609173,0.4206979937
3.7109171639,0.3497085103
3.7113804515,0.3891346355
3.7139687069,0.3723942633
3.7156929635,0.3917351331
3.7205303015,0.3570118354
3.7214752509,0.3909408314
3.7231839637,0.3832371139
3.7264841586,0.3638793969
3.7274976621,0.3888520566
3.7286339627,0.3659265949
3.7301074699,0.3671536507
3.7311498407,0.3774104296
3.7352189982,0.4230758448
3.7360076725,0.4023726046
3.7369946684,0.4316565693
3.7415319986,0.4221914415
3.7462199361,0.3733256200
3.7480145452,0.3700505470
3.7495136252,0.3709092616
3.7504485913,0.3675534766
3.7516443432,0.3455429388
3.7522488398,0.4069702275
3.7533466069,0.3793696169
3.7577302729,0.3470311232
3.7597395188,0.3930759472
3.7606393491,0.4018105287
3.7662506187,0.3520061508
3.7691565194,0.3929111294
3.7718038351,0.3822882181
3.7742814908,0.3928394721
3.7751577897,0.3919860616
3.7767503911,0.3831223297
3.7804458017,0.3811967476
3.7835587591,0.3869622182
3.7862182499,0.3804589110
3.7870032491,0.4054308330
3.7875798729,0.4264254295
3.7881910128,0.3873963227
3.7903727054,0.3871885458
3.7946730750,0.3697649308
3.7960247340,0.3916585877
3.7964735816,0.4210012582
3.8010641327,0.3708105264
3.8034754620,0.4094171564
3.8057538830,0.4363296064
3.8067180739,0.4117861476
3.8076712268,0.3934715872
3.8109634166,0.3779940661
3.8115279896,0.3884281956
3.8146610113,0.4114029525
3.8172363446,0.4005810319
3.8191520116,0.3929591903
3.8193108260,0.3614264070
3.8225981080,0.3830756977
3.8267858613,0.3828124278
3.8280662823,0.3381000359
3.8286099796,0.3999767657
3.8309643451,0.3962528557
3.8328962862,0.3564579670
3.8353535897,0.3976722164
3.8364705336,0.3717541621
3.8375350043,0.3990795789
3.8402565603,0.4021115189
3.8403085563,0.4093572987
3.8414644363,0.3699725557
3.8457362247,0.3589671332
3.8472724827,0.3797551112
3.8507615530,0.3648857841
3.8510184033,0.3898869509
3.8541658209,0.4051656733
3.8586300360,0.3769272988
3.8594196986,0.3845844079
3.8596782632,0.4304385911
3.8615063939,0.3697505704
3.8671662498,0.4087298720
3.8676446924,0.3885610832
3.8678556505,0.3801112460
3.8699982872,0.3584239035
3.8708520479,0.3547244469
3.8736432387,0.3606666322
3.8739955499,0.4016589025
3.8768920265,0.3978031545
3.8794781291,0.3897024069
3.8824809313,0.3677030937
3.8840214761,0.3910383269
3.8861810025,0.3658841377
3.8880764360,0.3778645068
3.8916940734,0.3782255211
3.8921013294,0.3679219434
3.8958451192,0.3902301968
3.8969946473,0.3841045708
3.8992045123,0.3914322534
3.9004600086,0.3809050641
3.9012556308,0.3960654986
3.9021791338,0.3603811988
3.9022970004,0.3887747290
3.9064468719,0.3847396779
3.9098753616,0.3926635485
3.9102364069,0.3773022099
3.9122859183,0.3979606825
3.9128086443,0.3751074354
3.9160881685,0.3603069908
3.9165053567,0.3740586599
3.9178227825,0.3811000701
3.9220614926,0.3907119598
3.9233313626,0.4089806330
3.9266140914,0.3863434913
3.9277561081,0.4051813101
3.9304661221,0.4188981310
3.9338757107,0.3940472124
3.9339478528,0.4064672400
3.9354334893,0.4081624676
3.9386260832,0.3825183986
3.9422302921,0.3991988927
3.9424278125,0.3435474402
3.9430680544,0.3753880803
3.9480465482,0.3928605498
3.9500672136,0.3439008102
3.9505227529,0.4207571737
3.9530446729,0.4047878596
3.9548100214,0.3608653003
3.9565823468,0.3750401330
3.9580294367,0.3791268136
3.9580537481,0.3785469253
3.9621303824,0.3797341326
3.9636529510,0.3667020656
3.9646980676,0.3647557784
3.9664874468,0.3765680753
3.9680727888,0.3640520754
3.9689510535,0.4034418336
3.9716976385,0.3842299458
3.9731473025,0.3725659302
3.9769462848,0.3605888119
3.9796289399,0.3742032469
3.9804967847,0.3874835578
3.9805848765,0.3547924040
3.9826802072,0.3943960383
3.9866930558,0.3447909694
3.9874118299,0.3773169986
3.9887479337,0.3708360635
3.9906279941,0.4219934012
3.9906381230,0.3643086040
3.9932262253,0.3689405631
3.9937623566,0.3966515339
3.9953798997,0.4017548373
3.9986590438,0.3774895429
4.0001719799,0.3860651730
4.0022352747,0.3623769152
4.0078093684,0.3846476731
4.0088412238,0.3751821635
4.0122871454,0.3763353575
4.0128937967,0.3699781571
4.0145582938,0.3738959135
4.0167478987,0.4193002150
4.0167697040,0.3959674822
4.0205314454,0.3803611438
4.0212792501,0.3963043418
4.0240674588,0.4048894107
4.0250633615,0.4182841184
4.0308528210,0.3927275480
4.0314402613,0.3885811359
4.0330682497,0.3807905024
4.0343606164,0.4173406037
4.0347624867,0.4050147477
4.0387789217,0.3407297280
4.0392241397,0.4047169206
4.0421035815,0.3847520504
4.0430215601,0.3773621703
4.0441304347,0.4215832255
4.0459361576,0.3978716472
4.0483326192,0.3617295065
4.0498777457,0.3935645297
4.0502367675,0.3684479743
4.0520982722,0.4105576420
4.0566928120,0.4028823407
4.0568298128,0.3952221608
4.0605303357,0.3988237908
4.0633232512,0.3983441250
4.0635389137,0.3781463502
4.0672548044,0.4035122214
4.0686141337,0.3702639525
4.0700495731,0.3839658424
4.0713146053,0.3726060621
4.0722084498,0.4084487991
4.0762015071,0.3751724212
4.0784745919,0.4074820554
4.0798964433,0.3602188722
4.0804101042,0.3869429255
4.0842278126,0.3825460217
4.0857954152,0.4001396912
4.0861972907,0.3983183083
4.0874393910,0.4036890669
4.0902530820,0.3744366549
4.0924488098,0.3600168413
4.0925246155,0.3939167309
4.0962431026,0.4075716362
4.0971232197,0.3713848352
4.0976487709,0.3997770510
